"original_text","final_text","sentiment","sentiment_label","__index_level_0__"
"Menyikapi kebijakan tarif Pemerintah Amerika Serikat, sebagai Ketua Umum Dewan Pimpinan Nasional (DPN) Himpunan Kerukunan Tani Indonesia (HKTI), saya mendukung penuh kebijakan yang akan diambil Pemerintah Republik Indonesia dengan berbasis pada menjaga ketahanan ekonomi petani dan UKM pangan. @hkti","menyikapi kebijakan tarif pemerintah amerika serikat, sebagai ketua umum dewan pimpinan nasional (dpn) himpunan kerukunan tani indonesia (hkti), saya mendukung penuh kebijakan yang akan diambil pemerintah republik indonesia dengan berbasis pada menjaga ketahanan ekonomi petani dan ukm pangan.",2,"positive",9964
"@RyaWiedy Logikanya g begitu juga.
Artinya seluruh warga Indonesia bahkan dunia, pernah di bodohi seorang presiden Indonesia jika ijazahnya palsu.
Jika asli maka apakah jkw pernah menunjukan secarang langsung ijazah aslinya.
Simpel banget sebernya","logikanya g begitu juga. artinya seluruh warga indonesia bahkan dunia, pernah di bodohi seorang presiden indonesia jika ijazahnya palsu. jika asli maka apakah jkw pernah menunjukan secarang langsung ijazah aslinya. simpel banget sebernya",1,"neutral",4873
"Capaian 100 hari kerja presiden Prabowo Subianto https://t.co/iJJ210Ih1D","capaian 100 hari kerja presiden prabowo subianto",1,"neutral",961
"@vanc1Bozz @prabowo Pemerintah saat ini hanya berfikir gimana bisa mempertahankan kekuasaannya, enggak ada fikiran bagaimana nasib rakyatnya. pada saat pidato jokowi pas acara gerindra, malah udh bahas untuk pemilihan presiden 2029 bakal dukung prabowo, padahal  baru 100 hari lebih menjabat. Rusak","pemerintah saat ini hanya berfikir gimana bisa mempertahankan kekuasaannya, enggak ada fikiran bagaimana nasib rakyatnya. pada saat pidato jokowi pas acara gerindra, malah udh bahas untuk pemilihan presiden 2029 bakal dukung prabowo, padahal baru 100 hari lebih menjabat. rusak",1,"neutral",1381
"Stimulus ekonominya Prabowo bikin Ramadan kamu bebas dari stress finansial #BerkahRamadan2025","stimulus ekonominya prabowo bikin ramadan kamu bebas dari stress finansial",2,"positive",6423
"@LeonPriceleon48 Yuk cek kesehatan gratis bareng Prabowo, karena kesehatan itu investasi masa depan","yuk cek kesehatan gratis bareng prabowo, karena kesehatan itu investasi masa depan",2,"positive",7540
"lagian si wowo gak bisa move on apa dari militer militeran lu itu, lupa apa kalau lu udah jadi presiden? apa gak mikir jangka panjang nya? lu urusin sendiri dah tu dampak kebijakan yang lu buat, soalnya klo wakil nya kan gak bisa bantu apa apa 🤓","lagian si wowo gak bisa move on apa dari militer militeran lu itu, lupa apa kalau lu udah jadi presiden? apa gak mikir jangka panjang nya? lu urusin sendiri dah tu dampak kebijakan yang lu buat, soalnya klo wakil nya kan gak bisa bantu apa apa 🤓",0,"negative",70
"@msobri99 Ini jg prestasi ke 5 Presiden selama 100 hari.
Jutaan rakyat rela antre latihan dance Ok Gas Ok Gas utk acara ultah partai.
Sbg ucapan rasa syukurnya kpd Presiden Prabowo. https://t.co/r1SBgciLJ6","ini jg prestasi ke 5 presiden selama 100 hari. jutaan rakyat rela antre latihan dance ok gas ok gas utk acara ultah partai. sbg ucapan rasa syukurnya kpd presiden prabowo.",2,"positive",1190
"@grok @susipudjiastuti @prabowo Korupsi itu membuat rakyat menjadi miskin dan bodoh sepanjang masa. Jadi hukum mati kayaknya perlu dicoba agar memberikan efek jera. Sebab hukuman yg ada selama ini sama sekali tidak membuat kapok pelakunya. Bagaimana menurutmu @grok??","korupsi itu membuat rakyat menjadi miskin dan bodoh sepanjang masa. jadi hukum mati kayaknya perlu dicoba agar memberikan efek jera. sebab hukuman yg ada selama ini sama sekali tidak membuat kapok pelakunya. bagaimana menurutmu",0,"negative",8081
"Waduh ... Jutaan org tdk bisa mudik gara2  ekonomi  lesu ... Banyak PHK  di Masa Pemerintahan Baru 5 bln berjalan ...  

#PolisiMakinBeringas
#PolisiMakinBeringas https://t.co/OIlgTOEydC","waduh ... jutaan org tdk bisa mudik gara2 ekonomi lesu ... banyak phk di masa pemerintahan baru 5 bln berjalan ...",1,"neutral",598
"@mtenju Kabinet Merah Putih dalam 100 hari udah kasih dampak positif","kabinet merah putih dalam 100 hari udah kasih dampak positif",2,"positive",3949
"@Dahnilanzar @prabowo Banyak nyanyi hsil omon2,
Ekonomi takn maju selagi di isi penjilat dn koruptor,,
Mo maju hukum mati koruptor,,","banyak nyanyi hsil omon2, ekonomi takn maju selagi di isi penjilat dn koruptor,, mo maju hukum mati koruptor,,",2,"positive",8299
"@DS_yantie Ntar itu senjata jelang pemilu, program selama pemerintahan berjalan dengan tingkatkan kemiskinan dulu 🤣","ntar itu senjata jelang pemilu, program selama pemerintahan berjalan dengan tingkatkan kemiskinan dulu 🤣",0,"negative",8830
"@Dimas__Setya @feelin_goood @hejin234 @nasnauseous dia tu politikus yang megang pemerintahan indonesia bukan orang biasa, dia aja kurang ajar sm rakyat sendiri dan sama sekali gamau denger kritik dan kita hrs tetep sopan sm dia? dikira kata ini negara apa sih? kerajaan? aneh bgt asli penjilat 02 otaknya kemana kali","dia tu politikus yang megang pemerintahan indonesia bukan orang biasa, dia aja kurang ajar sm rakyat sendiri dan sama sekali gamau denger kritik dan kita hrs tetep sopan sm dia? dikira kata ini negara apa sih? kerajaan? aneh bgt asli penjilat 02 otaknya kemana kali",0,"negative",513
"100 hari pertama, gaspol abis! Dari transformasi pendidikan sampai kesejahteraan guru, Presiden Prabowo tunjukin kerja nyata buat Indonesia makin maju. Mantap lanjut, Pak! #100HariKerjaPrabowo #IndonesiaMaju https://t.co/gGLCj2ZtB4","100 hari pertama, gaspol abis! dari transformasi pendidikan sampai kesejahteraan guru, presiden prabowo tunjukin kerja nyata buat indonesia makin maju. mantap lanjut, pak!",2,"positive",1015
"Masalahnya Investor Sudah Gak Percaya Dengan Kebijakan Ekonomi Pemerintahan Presiden Prabowo!

Luhut Temui Investor Pasar Modal Usai IHSG Rontok

Ketua Dewan Ekonomi Nasional (DEN) Luhut Pandjaitan menemui sejumlah investor pasar modal usai IHSG rontok.

Pertemuan dilakukan untuk berkomunikasi dengan mereka guna merumuskan solusi untuk mengatasi masalah tersebut.
 https://t.co/AEZtjtaq5t","masalahnya investor sudah gak percaya dengan kebijakan ekonomi pemerintahan presiden prabowo! luhut temui investor pasar modal usai ihsg rontok ketua dewan ekonomi nasional (den) luhut pandjaitan menemui sejumlah investor pasar modal usai ihsg rontok. pertemuan dilakukan untuk berkomunikasi dengan mereka guna merumuskan solusi untuk mengatasi masalah tersebut.",1,"neutral",36
"@LeonPriceleon48 Solusi jangka panjang buat relokasi dari banjir, Prabowo dengan 3 Juta Rumah","solusi jangka panjang buat relokasi dari banjir, prabowo dengan 3 juta rumah",0,"negative",7475
"@Lloyd11099 ngatain presiden bego tapi analisis sendiri nggak pake data. IHSG dipengaruhi faktor global, bukan cuma demo. kalo mau kritik, minimal pakai argumen yang masuk akal, bukan sekadar emosi","ngatain presiden bego tapi analisis sendiri nggak pake data. ihsg dipengaruhi faktor global, bukan cuma demo. kalo mau kritik, minimal pakai argumen yang masuk akal, bukan sekadar emosi",1,"neutral",842
"@hexagrap_id Prabowo hadirkan solusi jitu untuk pindah dari hunian berisiko banjir","prabowo hadirkan solusi jitu untuk pindah dari hunian berisiko banjir",0,"negative",7446
"Sementara di dalam negeri prabowo mengarang dengan halu tingkat dewa: banyak pemimpin negara lain pengen belajar soal program makan siang gratis hahaha","sementara di dalam negeri prabowo mengarang dengan halu tingkat dewa: banyak pemimpin negara lain pengen belajar soal program makan siang gratis hahaha",2,"positive",5425
"@dheppylovelly Dukung pemerintah total, IHSG naik 4,79%! Ekonomi Indonesia jadi makin solid","dukung pemerintah total, ihsg naik 4,79%! ekonomi indonesia jadi makin solid",0,"negative",9714
"@detikcom Sampeyan iki piye toh pak @prabowo .....giliran minta bantuan rakyat dilibatkan....giliran dpt bagian yg enak....rakyat gak kebagian....!!  #SorryYeee","sampeyan iki piye toh pak .....giliran minta bantuan rakyat dilibatkan....giliran dpt bagian yg enak....rakyat gak kebagian....!!",2,"positive",5881
"@grok @GossipBukan @narkosun Mr. @grok , kalau memang pemerintahan Prabowo-Gibran serius ingin memerangi judol, kenapa Budi Ari (ketua Projo) malah dijadikan Menteri Koperasi?","mr. , kalau memang pemerintahan prabowo-gibran serius ingin memerangi judol, kenapa budi ari (ketua projo) malah dijadikan menteri koperasi?",0,"negative",9352
"@democrazymedia Orang-orang titipan Jokowi tukang ngibul di Kabinetnya Presiden @prabowo tidak akan tersentuh hukum bila setoran ke Jokowi tukang ngibul masih lancar.. Karena Jokowi tukang ngibul guru sesatnya pak @prabowo.. Bhuhaha.. Ciee.. Ciee..
Hidup Jokowi tukang ngibul..!","orang-orang titipan jokowi tukang ngibul di kabinetnya presiden tidak akan tersentuh hukum bila setoran ke jokowi tukang ngibul masih lancar.. karena jokowi tukang ngibul guru sesatnya pak bhuhaha.. ciee.. ciee.. hidup jokowi tukang ngibul..!",0,"negative",1815
"@Dahnilanzar @prabowo Menghadapi situasi saat ini, hilirisasi blm bisa jadi solusi. Krn  masih tahap memulai. Solusi alternatifnya adalah tingkatkan konsumsi masyarakat atas produk dalam negri. Jgn terlalu reaktif dgn keputusan AS wait n see biar AS vs China dl yg laga. Fokuskan dalam negri aja dl.","menghadapi situasi saat ini, hilirisasi blm bisa jadi solusi. krn masih tahap memulai. solusi alternatifnya adalah tingkatkan konsumsi masyarakat atas produk dalam negri. jgn terlalu reaktif dgn keputusan as wait n see biar as vs china dl yg laga. fokuskan dalam negri aja dl.",0,"negative",7643
"100 HARI KABINET MERAH PUTIH

100 hari pertama Kabinet Merah Putih telah berjalan. Sejumlah kebijakan strategis demi mewujudkan Asta Cita telah ditetapkan.

#PLN #PLNUIDSulselrabar #PLNUntukIndonesia #AcceleratingRenewableEnergy #Swasembadaenergi
#BUMNDukungAstaCita","100 hari kabinet merah putih 100 hari pertama kabinet merah putih telah berjalan. sejumlah kebijakan strategis demi mewujudkan asta cita telah ditetapkan.",1,"neutral",4419
"kabinet prabowo uda jalan 100 hari, but not a single day dapet kabar bahagia dari pemerintah wkwk miris","kabinet prabowo uda jalan 100 hari, but not a single day dapet kabar bahagia dari pemerintah wkwk miris",2,"positive",3954
"@susipudjiastuti @prabowo judol sudah seperti mafia...aparat penegak hukum sudah bermain...ditengah-tengah religius yang tinggi dimasyarakat...!","judol sudah seperti mafia...aparat penegak hukum sudah bermain...ditengah-tengah religius yang tinggi dimasyarakat...!",2,"positive",8121
"@kompascom Kalain sadar gak sih, Ini bukan pemerintahan Prabowo. Ini fix pemerintahan Jokowi 3 Periode","kalain sadar gak sih, ini bukan pemerintahan prabowo. ini fix pemerintahan jokowi 3 periode",1,"neutral",1998
"Salam hangat dan berkah Ramadan dari Pak Prabowo! ✨🌙

Om Dewan Habiburokhman bersama Bang Ryan Kurnia Ar Rahman turun langsung ke Kelurahan Gedong, Kecamatan Pasar Rebo, untuk menyalurkan ratusan bantuan bahan pokok bagi warga. Semoga membawa manfaat dan keberkahan untuk semua! 🤲

#Prabowo #Gerindra #Habiburokhman #DPRRI #JakartaTimur","salam hangat dan berkah ramadan dari pak prabowo! ✨🌙 om dewan habiburokhman bersama bang ryan kurnia ar rahman turun langsung ke kelurahan gedong, kecamatan pasar rebo, untuk menyalurkan ratusan bantuan bahan pokok bagi warga. semoga membawa manfaat dan keberkahan untuk semua! 🤲",2,"positive",6205
"Bagus👍, baru sahaja lewat 100 hari menjadi presiden, @prabowo
sudah diminta maju lagi menjadi calon presiden RI 2029, padahal usia belum tentu sampai.
Ada yang bilang, ia bakal berhalangan tetap sebelum 2029, semoga tak benar, tapi benarpun tak masalah🙏
https://t.co/ics5k13zbq","bagus👍, baru sahaja lewat 100 hari menjadi presiden, sudah diminta maju lagi menjadi calon presiden ri 2029, padahal usia belum tentu sampai. ada yang bilang, ia bakal berhalangan tetap sebelum 2029, semoga tak benar, tapi benarpun tak masalah🙏",2,"positive",1497
"Beberapa Waktu lalu
PM Malaysia @anwaribrahim mendatangi @jokowi 
Beliau meminta agar Indonesia memberikan bantuan atas kelangkaan beras yg dialami negaranya,
Kebetulan stok cadangan beras kita mash aman.

Kok datengnya ke Jokowi ?
Bukan Ke @prabowo ?

☕️🔨 https://t.co/tdgyq9X0M6","beberapa waktu lalu pm malaysia mendatangi beliau meminta agar indonesia memberikan bantuan atas kelangkaan beras yg dialami negaranya, kebetulan stok cadangan beras kita mash aman. kok datengnya ke jokowi ? bukan ke ? ☕️🔨",2,"positive",6234
"@TomatskillO Presiden Prabowo pasti tdk setuju RUU KUHAP @prabowo","presiden prabowo pasti tdk setuju ruu kuhap",2,"positive",7019
"gedabrus...
tidak ada kebijakan menteri yg ada kebijakan presiden..

kabinet omong kosong..
kabinet omong omong..

ikan busuk berasal dari kepalanya..

#TolakRevisiUUTNI 
#TolakDwifungsiTNI","gedabrus... tidak ada kebijakan menteri yg ada kebijakan presiden.. kabinet omong kosong.. kabinet omong omong.. ikan busuk berasal dari kepalanya..",0,"negative",34
"@KompasTV @grok dari serangkaian kasus, blunder, dan inkompentensi pemerintahan nya, apakah Prabowo layak dapat nilai 6 sejak dilantik?","dari serangkaian kasus, blunder, dan inkompentensi pemerintahan nya, apakah prabowo layak dapat nilai 6 sejak dilantik?",2,"positive",9335
"72,5% responden puas dengan kinerja setelah 100 hari pemerintahan  Prabowo-Gibran. Selain itu juga sebanyak 80,1% responden optimis jika Presiden Prabowo dan Wapres Gibran dapat membawa Indonesia ke kondisi yang lebih baik. https://t.co/pT24BrOsKM","72,5% responden puas dengan kinerja setelah 100 hari pemerintahan prabowo-gibran. selain itu juga sebanyak 80,1% responden optimis jika presiden prabowo dan wapres gibran dapat membawa indonesia ke kondisi yang lebih baik.",2,"positive",3600
"@SobatHAPE apakah masa gelap itu akan benar2 terjadi lagi ?
fakkk, cape bet urusin pemerintahan kek gini,
kebijakan udah bagus, trus dirusak dijaman mulyono, eh yang disalahin malah kebijakaannya.. 🤡","apakah masa gelap itu akan benar2 terjadi lagi ? fakkk, cape bet urusin pemerintahan kek gini, kebijakan udah bagus, trus dirusak dijaman mulyono, eh yang disalahin malah kebijakaannya.. 🤡",0,"negative",9051
"@Yha2n3 @prabowo @gibran_tweet @Gerindra Danantara janji wowo ke mulyono dan janji wowo ke mulyono lebih penting daripada janji wowo ke ratusan juta warga indonesia","danantara janji wowo ke mulyono dan janji wowo ke mulyono lebih penting daripada janji wowo ke ratusan juta warga indonesia",2,"positive",3156
"KLB Gerindra Sepakat Minta Prabowo Maju Capres Lagi 2029 https://t.co/aLDM6AVaAU 

Baru 100 hari lebih,gak jelas program,kabinet gemuk.

Buat kalender sendiri biar cepat 2029

Harap masyarakat gak buta","klb gerindra sepakat minta prabowo maju capres lagi 2029 baru 100 hari lebih,gak jelas program,kabinet gemuk. buat kalender sendiri biar cepat 2029 harap masyarakat gak buta",2,"positive",3892
"@kring_pajak preskon UMKM menurut @airlangga_hrt diperpanjang tp gk rilis2 juga. adaikata UMKM mengajukan NPPN kemudian dasar Perpajangan 0,5 muncul. apa diperkenankan meggunankan tarif final dn menggugurkan NPPN yg sudah diajukan?
pak @prabowo belum juga 1 thun dah PHP mentrinya","preskon umkm menurut diperpanjang tp gk rilis2 juga. adaikata umkm mengajukan nppn kemudian dasar perpajangan 0,5 muncul. apa diperkenankan meggunankan tarif final dn menggugurkan nppn yg sudah diajukan? pak belum juga 1 thun dah php mentrinya",0,"negative",5992
"@marigolune @DeilyUpdate @tanyarlfes Pendidikan. Pemerintahan kita merendahkan pendidikan","pendidikan. pemerintahan kita merendahkan pendidikan",1,"neutral",8910
"Perasaan ini Presiden ngomongnya bagus-bagus terus:
- ""Pendidikan dan kesehatan prioritas utama.""
- ""PPN 12% hanya untuk barang mewah.""
- ""Peraturan pengecer elpiji 3 kg dilarang, saya cabut""
- ""Yang tidak mau bekerja untuk rakyat, kita singkirkan.""

***

Tapi bawahannya berlawanan semua kerjaannya.

Gak ada grup WA tah?

Atau pada kerja di grup WA yang gak ada Presidennya?

***

Atau mau nerapin ""Good Tsar, bad Boyars""?

""Presidennya bagus, bawahannya busuk""?","perasaan ini presiden ngomongnya bagus-bagus terus: - ""pendidikan dan kesehatan prioritas utama."" - ""ppn 12% hanya untuk barang mewah."" - ""peraturan pengecer elpiji 3 kg dilarang, saya cabut"" - ""yang tidak mau bekerja untuk rakyat, kita singkirkan."" *** tapi bawahannya berlawanan semua kerjaannya. gak ada grup wa tah? atau pada kerja di grup wa yang gak ada presidennya? *** atau mau nerapin ""good tsar, bad boyars""? ""presidennya bagus, bawahannya busuk""?",2,"positive",11
"@bumnbersatu @jokowi @prabowo @anasurbaningrum @BangJarwoSopo7 @BosPurwa @ganjarpranowo @aniesbaswedan gak usah sok melawan perang dagang dengan USA, ekonomi lokal kita tidak sekuat CINA, dari pada babak belur mending ambil jalan diplomasi seperti KAMBOJA.","gak usah sok melawan perang dagang dengan usa, ekonomi lokal kita tidak sekuat cina, dari pada babak belur mending ambil jalan diplomasi seperti kamboja.",0,"negative",5067
"@kepinginpintar @rocaf0rt @prabowo @KemenkeuRI @bank_indonesia emg bgstt, mereka efisiensi ke bawah tp ke atas tetep lancar, bapak sampe cerita di kota kami lagi marak phk yg otomatis ekonomi pengusaha mikro ikut berdampak, om gua dri punya dua roko sekarang udh dijual semua trus biaya sehari2 ditanggung siapa2? sepupu gua si anak pertama:)","emg bgstt, mereka efisiensi ke bawah tp ke atas tetep lancar, bapak sampe cerita di kota kami lagi marak phk yg otomatis ekonomi pengusaha mikro ikut berdampak, om gua dri punya dua roko sekarang udh dijual semua trus biaya sehari2 ditanggung siapa2? sepupu gua si anak pertama:)",1,"neutral",5256
"@FradaRandi1 Presiden Prabowo kembangkan ekonomi dengan mitra dagang luas, hilirisasi SDA, konsumsi domestik lebih kuat hadapi tarif AS","presiden prabowo kembangkan ekonomi dengan mitra dagang luas, hilirisasi sda, konsumsi domestik lebih kuat hadapi tarif as",1,"neutral",7064
"Dalam masa 100 hari kerja Kabinet Merah Putih, WIKA berhasil selesaikan dan operasikan Sistem Penyediaan Air Minum (SPAM) Regional Jatiluhur 1. Proyek strategis ini bertujuan memenuhi kebutuhan air bersih di wilayah Jabodetabek dan Jawa Barat.","dalam masa 100 hari kerja kabinet merah putih, wika berhasil selesaikan dan operasikan sistem penyediaan air minum (spam) regional jatiluhur 1. proyek strategis ini bertujuan memenuhi kebutuhan air bersih di wilayah jabodetabek dan jawa barat.",2,"positive",3816
